PRODUK_CODE,NAMA_PRODUK,BOM_CODE,MATERIAL_NAME,PERCENTAGE,QTY,SATUAN,STANDARD_COST,WASTE,TOTAL_BIAYA
4010500004.0,STELLA DRY WIPE 20X24 100S @12,3020801001.0,JR FN 65-25 D 50%R/42.5%P/7.5%ES 24CMSTL,,3.7439999999999993,KG,29538.888888888883,0.05,116414.31578947365
4010500005.0,STELLA DRY WIPE 20X24 100S @8,3020801001.0,JR FN 65-25 D 50%R/42.5%P/7.5%ES 24CMSTL,,2.496,KG,29538.888888888883,0.05,77609.54385964911
4010600001.0,POLYMORPH LAP RAYON 40S MIX @30 (CTN),3011001002.0,MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRB,,2.4499999999999997,KG,27401.255252100837,0.1,74592.30596405227
4010600002.0,POLYMORPH LAP RAYON 40S WHITE @30 (CTN),3011001001.0,MR FN 70-10 H 50%R/42.5%P/7.5%ES 165 CM,,7.35,KG,26584.999999999996,0.1,217110.83333333328
4010600003.0,POLYMORPH LAP RAYON 40S MIX @40 (BALL),3011001002.0,MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRB,,3.266666666666667,KG,27401.255252100837,0.1,99456.40795206971
4010600007.0,POLYMORPH LAP RAYON 40S BLUE @40 (BALL),3011001002.0,MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRB,,9.8,KG,27401.255252100837,0.1,298369.2238562091
4010600008.0,POLYMORPH LAP RAYON 40S GREEN @40 (BALL),3011001003.0,MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRG,,9.8,KG,27408.398109243695,0.1,298447.00163398695
4010600009.0,POLYMORPH LAP RAYON 40S RED @40 (BALL),3011001004.0,MR FN70-10H 50%R/42.5%P/7.5%ES 165CM LRR,,9.8,KG,27451.866538281974,0.1,298920.32452795934
4010600004.0,LAP RAYON 40S RED (MAGTIS) @40,3011001001.0,MR FN 70-10 H 50%R/42.5%P/7.5%ES 165 CM,,9.8,KG,26584.999999999996,0.1,289481.11111111107
4010600005.0,LAP RAYON 40S BLUE (MAGTIS) @40,3011001001.0,MR FN 70-10 H 50%R/42.5%P/7.5%ES 165 CM,,9.8,KG,26584.999999999996,0.1,289481.11111111107
4010700001.0,MAGIC CLEAN DRY 60S @24,3020101002.0,JR FN 35-25 D 85%P/15%ES 21 CM MCD,,2.9635200000000004,KG,23275.30864197531,0.05,72607.20280701756
4010700002.0,MAGIC CLEAN DRY 60S @6,3020101002.0,JR FN 35-25 D 85%P/15%ES 21 CM MCD,,0.7408800000000001,KG,23275.30864197531,0.05,18151.80070175439
4010700003.0,MAGIC CLEAN WET 30S @24,3020701003.0,JR FN 53-25 D 50%R/40%P/10%ES 21CM MCW,,2.2438080000000005,KG,29570.37037037037,0.05,69842.35115789475
4010700004.0,MAGIC CLEAN WET 30S @16,3020701003.0,JR FN 53-25 D 50%R/40%P/10%ES 21CM MCW,,1.4958720000000003,KG,29570.37037037037,0.05,46561.5674385965
4010700005.0,MAGIC CLEAN WET 30S @6,3020701003.0,JR FN 53-25 D 50%R/40%P/10%ES 21CM MCW,,0.5609520000000001,KG,29570.37037037037,0.05,17460.587789473688
4010700006.0,MAGIC CLEAN WET 30S BND @2X6,3020701003.0,JR FN 53-25 D 50%R/40%P/10%ES 21CM MCW,,1.1219040000000002,KG,29570.37037037037,0.05,34921.175578947375
4010800001.0,NTUC MULTI PURPOSE WIPES 12S @42,3020801003.0,JR FN 65-25 D 50%R/42.5%P/7.5%ES 30CMNTB,,2.9484,KG,30515.60457516339,0.1,99969.12058823527
4010800002.0,GRADE B (EX-NTUC) 35X60 1 KG,,,,,,,,
4010900001.0,SABER 30X34 900S @1,,,,,,,,
4011000001.0,TANDOX WETLACE 50:50 30X34CM  @1,,,,,,,,
4019900001.0,TISSUE KOMPOR 1 KG @8,3019700001.0,MR GRADE C,,8.0,KG,0,0.1,0.0
4019900002.0,TISSUE KOMPOR 1 KG (BC) @10,3019700001.0,MR GRADE C,,10.0,KG,0,0.1,0.0
4020101001.0,INDOMARET WET WIPES 50S FT @24,3020601006.0,JR FN 50-76 H 50% R/50%P 40 CM,,1.1231999999999998,KG,29444.444444444445,0.05,34812.63157894736
4020101002.0,INDOMARET BABY WIPES 50S FT @24,3020503010.0,JR FN 45-76 H 50% R/50%P 40 CM,,1.1231999999999998,KG,29444.444444444445,0.05,34812.63157894736
4020101003.0,INDOMARET WET WIPES 10S @108,3020601006.0,JR FN 50-76 H 50% R/50%P 40 CM,,1.01088,KG,29444.444444444445,0.05,31331.368421052633
4020101004.0,INDOMARET ALCOHOL WIPES 10S @108,3020501001.0,JR FN 45-76 H 20% R/80%P 30 CM ( WET ),,1.01088,KG,25629.62962962963,0.05,27272.084210526322
4020102005.0,INDOMARET SERBET SERBAGUNA 26S @30,3011601005.0,MR FN 90-14 H 50%R/40%P/10%ES 165 CM HDG,,6.1425,KG,27111.959788860833,0.1,185039.12555897518
4020201001.0,MOMAMI ANTI BACTERIAL 30S @48,3020601004.0,JR FN 50-76 H 50% R/50%P 20 CM,,2.16,KG,29444.444444444445,0.05,66947.36842105264
4020201002.0,MOMAMI PACIFIER & BOTTLE 30S @48,3020601004.0,JR FN 50-76 H 50% R/50%P 20 CM,,2.16,KG,29444.444444444445,0.05,66947.36842105264
4020201003.0,MOMAMI SALINE WIPES 30S @48,3020601004.0,JR FN 50-76 H 50% R/50%P 20 CM,,2.16,KG,29444.444444444445,0.05,66947.36842105264
4020201004.0,MOMAMI WATER WIPES 30S @48,3020601004.0,JR FN 50-76 H 50% R/50%P 20 CM,,2.16,KG,29444.444444444445,0.05,66947.36842105264
4020201005.0,MOMAMI CITRAPELLA WIPES 1S @48X20,,,,,,,,
4020201006.0,MOMAMI TOOTH & GUM 1S @48X20,3020601002.0,JR FN 50-76 H 50% R/50%P 13 CM,,0.5616,KG,29444.444444444445,0.05,17406.315789473683
4020301001.0,STARDEC WASH GLOVES 4S @48,3021201001.0,JR FN 80-14 H 50%R/40%P/10%ES 15 CM,,1.0368000000000002,KG,29570.37037037037,0.05,32272.168421052633
4020301002.0,STARDEC WASH GLOVES 8S @36,3021201001.0,JR FN 80-14 H 50%R/40%P/10%ES 15 CM,,1.5552000000000001,KG,29570.37037037037,0.05,48408.25263157895
4020301003.0,STARDEC WASH GLOVES 8S @24,3021201001.0,JR FN 80-14 H 50%R/40%P/10%ES 15 CM,,1.0368000000000002,KG,29570.37037037037,0.05,32272.168421052633
4020401001.0,HYGIENE QUALITY 1S @600,3020301007.0,JR FN 40-76 H 30% R/70%P 20 CM,,0.672,KG,29444.444444444445,0.05,20828.0701754386
4020401002.0,HYGIENE QUALITY 1S @800,3020301007.0,JR FN 40-76 H 30% R/70%P 20 CM,,0.8960000000000001,KG,29444.444444444445,0.05,27770.760233918136
4020401003.0,HYGIENE QUALITY 1S @1100,3020301007.0,JR FN 40-76 H 30% R/70%P 20 CM,,1.2320000000000002,KG,29444.444444444445,0.05,38184.79532163744
4020401004.0,HYGIENE QUALITY 1S @1200,3020301007.0,JR FN 40-76 H 30% R/70%P 20 CM,,1.344,KG,29444.444444444445,0.05,41656.1403508772
4020401005.0,HYGIENE QUALITY 1S @15x50,3020301007.0,JR FN 40-76 H 30% R/70%P 20 CM,,0.8400000000000001,KG,29444.444444444445,0.05,26035.087719298248
4020501001.0,LARISST 50S BND @12X2,3020302002.0,JR FN 40-76 H 50% R/50%P 20 CM,,1.1231999999999998,KG,29444.444444444445,0.05,34812.63157894736
4020501002.0,LARISST 50S BND @18X2,3020303004.0,JR FN 40-76 H 20% R/80%P 20 CM,,1.6847999999999999,KG,0,0.05,0.0
4020601001.0,FREEPORT 1S @600,,,,,,,,
4020701001.0,ANDALAN 10S @72,3020202002.0,JR FN 40-25 D 50% R/50%P 30 CM ANDALAN,,0.8639999999999999,KG,29444.444444444445,0.05,26778.94736842105
4020701002.0,ANDALAN 1S @750,3020202002.0,JR FN 40-25 D 50% R/50%P 30 CM ANDALAN,,0.9,KG,29444.444444444445,0.1,29444.444444444445
4020801001.0,VITAFLOW 25S @117,3020403001.0,JR FN 45-25D 70% R/30%P 20 CM VF,,3.94875,KG,31987.65432098765,0.05,132959.2105263158
4020801002.0,VITAFLOW 100S @36,3020403001.0,JR FN 45-25D 70% R/30%P 20 CM VF,,15.795,KG,31987.65432098765,0.05,531836.8421052631
4020801003.0,VITAFLOW 200S @18,3020403001.0,JR FN 45-25D 70% R/30%P 20 CM VF,,31.59,KG,31987.65432098765,0.05,1063673.6842105263
4020901001.0,BELLVADA ULTIMATE 30S @45,3020503008.0,JR FN 45-76 H 50% R/50%P 30 CM,,1.8224999999999998,KG,29444.444444444445,0.05,56486.84210526315
4021001001.0,SHINECOAT CAT WET WIPES 50S @24,3020302002.0,JR FN 40-76 H 50% R/50%P 20 CM,,1.44,KG,29444.444444444445,0.05,44631.57894736842
4021001002.0,SHINECOAT DOG WET WIPES 50S @24,3020302002.0,JR FN 40-76 H 50% R/50%P 20 CM,,1.44,KG,29444.444444444445,0.05,44631.57894736842
4021101001.0,GLOVECLEAN BODY WASH GLOVE 2S @96,3021301005.0,JR FN 80-25 D 50%R/40%P/10%ES 15 CM,,1.0368000000000002,KG,29570.37037037037,0.05,32272.168421052633
4021201001.0,SANSFLUO TOOTH & GUM 1S @10X150,3020601001.0,JR FN 50-76 H 50% R/50%P 10 CM SANSFLUO,,0.825,KG,29444.444444444445,0.05,25570.17543859649
4021301001.0,TRITON DRY GLOVE 100S @2X800,3021301005.0,JR FN 80-25 D 50%R/40%P/10%ES 15 CM,,8.64,KG,29570.37037037037,0.05,268934.7368421053
4021501001.0,AYLA INTIMATE TISSUE MANJAKANI 1S @15X50,3020302002.0,JR FN 40-76 H 50% R/50%P 20 CM,,0.9,Kg,29444.444444444445,0.05,27894.736842105263
4021401001.0,AMIRADERM FACIAL TISSUE GREENTEA 30S @48,3020504001.0,JR FN 45-76 H 100% R 30 CM,,1.9439999999999997,KG,65246.91358024691,0.05,133515.78947368418
4021401002.0,AMIRADERM SHINING FACIAL TISSUE 30S @48,3020504001.0,JR FN 45-76 H 100% R 30 CM,,1.9439999999999997,KG,65246.91358024691,0.05,133515.78947368418
4021701001.0,SD WASH GLOVES 2S @72,3021001001.0,JR FN 80-6 H 50%R/40%P/10%ES 15 CM,,0.7776000000000001,KG,17901.234567901236,0.05,14652.63157894737
4021701002.0,SD WASH GLOVES 4S @48,3021001001.0,JR FN 80-6 H 50%R/40%P/10%ES 15 CM,,1.0368000000000002,KG,17901.234567901236,0.05,19536.842105263164
4030101002.0,KAIN SPUNBOND BREATHABLE 152 CM @500,,,,,,,,
4030102001.0,KAIN SLS/SFS EX MARGARETH 152 CM (A),,,,,,,,
4030102002.0,KAIN SLS EX HAGIHARA /SFSH 130 CM,,,,,,,,
4030102003.0,KAIN SLS EX HAGIHARA /SFSH 134 CM,,,,,,,,
4030102004.0,KAIN SLS EX HAGIHARA /SFSH 143 CM,,,,,,,,
4030201001.0,FALMED APD SFS SEAL SIZE S,,,,,,,,
4030202001.0,FALMED APD SFS NON SEAL SIZE S,,,,,,,,
4030300001.0,FALMED SHOE COVER,,,,,,,,
4030400001.0,FALMED SURGICAL GOWN,,,,,,,,
4030500001.0,FALMED APPRON,,,,,,,,
4040101001.0,SPUNLACE  100% P 35 GSM WHITE W: 1380 MM,3021501001.0,JR FN 35-76 H 100% P 138 CM (DWA),,0.048299999999999996,KG,23086.41975308642,0.05,1173.7621832358673
4040101002.0,SPUNLACE  100% P 35 GSM WHITE W: 1470 MM,3021501002.0,JR FN 35-76 H 100% P 147 CM (DWA),,0.051449999999999996,KG,23086.41975308642,0.05,1250.3118908382064
4040101003.0,SPUNLACE  100% P 35 GSM WHITE W: 1500 MM,3021501003.0,JR FN 35-76 H 100% P 150 CM (DWA),,0.0525,KG,0,0.05,0.0
4040101004.0,SPUNLACE  100% P 35 GSM WHITE W: 1600 MM,3010404002.0,MR FN 40-76 H 100%R 160 CM,,0.056,KG,0,0.05,0.0
4040101005.0,SPUNLACE  100% P 35 GSM WHITE W: 1440 MM,3021501004.0,JR FN 35-76 H 100% P 144 CM (DWA),,0.056,KG,0,0.05,0.0
4040201001.0,SPUNLACE  50%R/50%P 40GSMWHITE W: 120 CM,3020302006.0,JR FN 40-76 H 50% R/50%P 120 CM MSD,,1.0,KG,29444.444444444445,0.05,30994.152046783627
3020303006.0,JR FN 40-76 H 20% R/80%P 70 CM,4040201002.0,SPUNLACE  20%R/80%P 40GSMWHITE W: 156 CM,,1.0,KG,0,0.05,0.0
4030101001.0,KAIN SPUNBOND BREATHABLE 160 CM @500,1030100002.0,SPUNBOND LAMINASI 30GSMX1610MM,,1.0,M,36000,,36000.0
4030101003.0,KAIN SPUNBOND BREATHABLE 30 CM @500,4030101001.0,KAIN SPUNBOND BREATHABLE 160 CM @500,,0.2,M,0,,0.0
4030103001.0,KAIN SURGICALGOWN BREATHABLE 160 CM,1040100001.0,SPUNBOND MASKER 25GSMX1850MM BIRU,,1.0,M,38016.492,,38016.492
4011101001.0,GENERAL WIPES 45S BTL NON ALCOHOL-BATIK @16,3010602001.0,MR FN 45-76 H 50%R/50%P 152 CM,,0.81,KG,26500,0.05,22594.736842105263
4011101002.0,GENERAL WIPES 45S BTL NON ALCOHOL-HITAM @16,3010602001.0,MR FN 45-76 H 50%R/50%P 152 CM,,0.81,KG,26500,0.05,22594.736842105263
4011101003.0,GENERAL WIPES 45S BTL NON ALCOHOL-DAUN @16,3010602001.0,MR FN 45-76 H 50%R/50%P 152 CM,,0.81,KG,26500,0.05,22594.736842105263
4011102001.0,GENERAL WIPES 45S BTL ALCOHOL-BATIK @16,3010602001.0,MR FN 45-76 H 50%R/50%P 152 CM,,0.81,KG,26500,0.05,22594.736842105263
4011102002.0,GENERAL WIPES 45S BTL ALCOHOL-HITAM @16,3010602001.0,MR FN 45-76 H 50%R/50%P 152 CM,,0.81,KG,26500,0.05,22594.736842105263
4011102003.0,GENERAL WIPES 45S BTL ALCOHOL-DAUN @16,3010602001.0,MR FN 45-76 H 50%R/50%P 152 CM,,0.81,KG,26500,0.05,22594.736842105263
4011103001.0,ANTIBACTERIAL WET WIPES 1S-PUTIH @24X30,3020303003.0,JR FN 40-76 H 20% R/80%P 18 CM,,0.67392,KG,0,0.05,0.0
4011103002.0,ANTIBACTERIAL WET WIPES 1S-HITAM @24X30,3020303003.0,JR FN 40-76 H 20% R/80%P 18 CM,,0.67392,KG,0,0.05,0.0
4011103003.0,ANTIBACTERIAL WET WIPES 1S-DAUN @24X30,3020303003.0,JR FN 40-76 H 20% R/80%P 18 CM,,0.67392,KG,0,0.05,0.0
4011103004.0,ANTIBACTERIAL WET WIPES 1S-MARBLE @24X30,3020303003.0,JR FN 40-76 H 20% R/80%P 18 CM,,0.67392,KG,0,0.05,0.0
4011103005.0,ANTIBACTERIAL WET WIPES 1S-ABSTRAK @24X30,3020303003.0,JR FN 40-76 H 20% R/80%P 18 CM,,0.67392,KG,0,0.05,0.0
4011103006.0,ANTIBACTERIAL WET WIPES 1S-KOTAK @24X30,3020303003.0,JR FN 40-76 H 20% R/80%P 18 CM,,0.67392,KG,0,0.05,0.0
4011103007.0,ANTIBACTERIAL WET WIPES 1S-PUTIH @24X25,3020303004.0,JR FN 40-76 H 20% R/80%P 20 CM,,0.624,KG,0,0.05,0.0
4011103008.0,ANTIBACTERIAL WET WIPES 1S-HITAM @24X25,3020303004.0,JR FN 40-76 H 20% R/80%P 20 CM,,0.624,KG,0,0.05,0.0
4011103009.0,ANTIBACTERIAL WET WIPES 1S-DAUN @24X25,3020303004.0,JR FN 40-76 H 20% R/80%P 20 CM,,0.624,KG,0,0.05,0.0
4011103010.0,ANTIBACTERIAL WET WIPES 1S-MARBLE @24X25,3020303004.0,JR FN 40-76 H 20% R/80%P 20 CM,,0.624,KG,0,0.05,0.0
4011103011.0,ANTIBACTERIAL WET WIPES 1S-ABSTRAK @24X25,3020303004.0,JR FN 40-76 H 20% R/80%P 20 CM,,0.624,KG,0,0.05,0.0
4011103012.0,ANTIBACTERIAL WET WIPES 1S-KOTAK @24X25,3020303004.0,JR FN 40-76 H 20% R/80%P 20 CM,,0.624,KG,0,0.05,0.0
3040200001.0,KAIN SL 100GSMX165CM (FN70-6H) BL,3011701001.0,MR FN 70-6 H 70%R/30%P BL 165 CM,,0.1155,KG,28788.888888888887,0.05,3500.1228070175443
3040200002.0,KAIN SL 100GSMX165CM (FN70-6H) WG,3011901001.0,MR FN 70-6 H 50%R/42.5P/7.5%ES WG 165 CM,,0.1155,KG,16111.111111111111,0.05,1958.7719298245618
3060200001.0,JR SL 100GSMX75CM (FN70-6H),3040200001.0,KAIN SL 100GSMX165CM (FN70-6H) BL,,0.5,M,0,0.05,0.0
4021301002.0,BED LINER ROLL GSM 100 (70-6H) L:75CMXP300M,3060200001.0,JR SL 100GSMX75CM (FN70-6H),,1.0,M,0,0.05,0.0
3040100007.0,KAIN SF 100GSMX165CM (FN70-25D),3011101004.0,MR FN 70-25 D 50%R/42.5%P/7.5%ES 165 CM,,0.1155,KG,0,0.05,0.0
3040100008.0,KAIN SF 100GSMX30CM (FN70-25D),3040100007.0,KAIN SF 100GSMX165CM (FN70-25D),,0.2,M,0,0.05,0.0
4010230002.0,RAJAWALI UNDERPAD 30X75 @10,3040100008.0,KAIN SF 100GSMX30CM (FN70-25D),,75.0,M,0,0.05,0.0
4030201005.0,FALMED APD SFS SEAL ALL SIZE,4030102001.0,KAIN SLS/SFS EX MARGARETH 152 CM (A),,3.5,M,5000,0.05,18421.052631578947
4030202005.0,FALMED APD SFS NON SEAL ALL SIZE,4030102001.0,KAIN SLS/SFS EX MARGARETH 152 CM (A),,3.5,M,5000,0.05,18421.052631578947
4030203001.0,FALMED APD SB SEAL ALL SIZE,4030101001.0,KAIN SPUNBOND BREATHABLE 160 CM @500,,3.0,M,0,0.05,0.0
4030204001.0,FALMED APD SB NON SEAL ALL SIZE,4030101001.0,KAIN SPUNBOND BREATHABLE 160 CM @500,,3.0,M,0,0.05,0.0
4030400001.0,FALMED SURGICAL GOWN,4030102001.0,KAIN SLS/SFS EX MARGARETH 152 CM (A),,1.8,M,5000,0.05,9473.684210526317
4010231001.0,FLD BED LINER FN70-6H L:75CMXP155CM 10S @4,3040100002.0,KAIN SF 100GSMX75CM (FN70-6H),,62.0,M,0,0.05,0.0
4040202001.0,SPUNLACE  100% R 40 GSM WHITE W: 21 CM,3020304001.0,JR FN 40-76 H 100% R 21 CM,,1.0,KG,0,0.05,0.0
4021802001.0,AMB KASSA NON WOVEN 13X28 100S @12,3020202003.0,JR FN 40-25 D 50% R/50%P 13 CM,,1.7472,KG,0,0.05,0.0
4021802002.0,AMB KASSA NON WOVEN 11X28 100S @20,3020202004.0,JR FN 40-25 D 50% R/50%P 11 CM,,2.4640000000000004,KG,0,0.05,0.0
4021902003.0,INDO RAYA KASSA NON WOVEN 7X14 1 kg,3020202005.0,,,20.007680000000004,KG,,0.05,
4021901001.0,QUEEN SACHET RESTAURANT 1S @18X50,3020302002.0,JR FN 40-76 H 50% R/50%P 20 CM,,1.4400000000000002,KG,29444.444444444445,0.05,44631.57894736843
4040202002.0,SPUNLACE  100% R 40 GSM W:45 CM L:1000M,3020304002.0,JR FN 40-76 H 100% R 45 CM,,1.0,KG,0,0.05,0.0
4040202003.0,"SPUNLACE  R 50%, P 50%  40 GSM W:100cm",3020302007.0,JR FN 40-76 H 50% R/50%P 100 CM MULIA AR,,1.0,KG,,,
4040202004.0,"SPUNLACE  R 50%, P 50%  40 GSM W:15cm",3020302012.0,JR FN 40-76 H 50% R/50%P 15 CM MULIA AR,,1.0,KG,,,
4022001001.0,SIGPRO WASH GLOVES 4S @8X6,3021301005.0,JR FN 80-25 D 50%R/40%P/10%ES 15 CM,,1.0368000000000002,KG,29570.37037037037,0.05,32272.168421052633
4022201001.0,SIGPRO WASH GLOVES 4S @10X6,3021301005.0,JR FN 80-25 D 50%R/40%P/10%ES 15 CM,,1.2960000000000003,KG,29570.37037037037,0.05,40340.210526315794
4050100001.0,BANTAL SYNTEC GOOOSE DOWN SYNTETIC 45X65 CM,1080100001.0,KAIN POLYMICRO 90 GSM W:240 CM,,0.27,M,12000,0.1,3600.0
4050100003.0,BANTAL SYNTEC GOOOSE DOWN S 100%W 45X65 CM,1080100001.0,KAIN POLYMICRO 90 GSM W:240 CM,,0.27,M,12000,0.1,3600.0
4050100002.0,BANTAL SYNTEC 100% SILICONE FIBER 45X65 CM,1080100001.0,KAIN POLYMICRO 90 GSM W:240 CM,,0.27,M,12000,0.1,3600.0
4050100005.0,BANTAL SYNTEC SILICON GRADE A 45X65 CM,2012700001.0,RESLETING JEPANG 25 CM,,1.0,PCS,625,0.11,702.2471910112359
4050200001.0,BANTAL HELA SIGNATURE QUEEN 50X70 CM,1080100001.0,KAIN POLYMICRO 90 GSM W:240 CM,,0.3625,M,12000,0.11,4887.640449438202
4050200002.0,BANTAL HELA SIGNATURE STANDARD 45X65 CM,1080100001.0,KAIN POLYMICRO 90 GSM W:240 CM,,0.27,M,12000,0.1,3600.0
4050200003.0,BANTAL HELA DELUXE QUEEN 50X70 CM,1080100001.0,KAIN POLYMICRO 90 GSM W:240 CM,,0.3625,M,12000,0.1,4833.333333333333
4050200004.0,BANTAL HELA DELUXE STANDARD 45X65 CM,1080100001.0,KAIN POLYMICRO 90 GSM W:240 CM,,0.27,M,12000,0.11,3640.449438202247
4050300001.0,BANTAL VOLARE HOTEL SERIES 50X75 CM,1080200001.0,KAIN DOBBY 130 GSM W:240 CM,,0.39,M,0,0.11,0.0
4050100004.0,GULING SYNTEC GOOOSE DOWN 100%W L:86D:24CM,2012700001.0,RESLETING JEPANG 25 CM,,1.0,PCS,625,0.05,657.8947368421053
3040100003.0,KAIN SF 100GSMX152CM ORANGE,1040100004.0,SPUNBOND MASKER 25GSMX1850MM ORANGE,,0.04,KG,,,
4060100001.0,BAG WETKINS 50S ORANGE,2010603003.0,PLASTIK MICA 100 MICRON W:134 CM,,0.012444029850746269,M,,,
4060100002.0,BAG WETKINS 80S ORANGE,2010603003.0,PLASTIK MICA 100 MICRON W:134 CM,,0.022388059701492536,M,,,
3040100004.0,KAIN SF 100GSMX152CM BLUE,1040100001.0,SPUNBOND MASKER 25GSMX1850MM BIRU,,0.04,KG,,,
4060100003.0,BAG WETKINS 50S BLUE,2010603003.0,PLASTIK MICA 100 MICRON W:134 CM,,0.012444029850746269,M,,,
4060100004.0,BAG WETKINS 80S  BLUE,2010603003.0,PLASTIK MICA 100 MICRON W:134 CM,,0.022388059701492536,M,,,
3040100005.0,KAIN SF 100GSMX152CM PINK,1040100005.0,SPUNBOND MASKER 25GSMX1850MM PINK,,0.04,KG,,,
4060100005.0,BAG WETKINS 50S PINK,2010603003.0,PLASTIK MICA 100 MICRON W:134 CM,,0.012444029850746269,M,,,
4060100006.0,BAG WETKINS 80S  PINK,2010603003.0,PLASTIK MICA 100 MICRON W:134 CM,,0.022388059701492536,M,,,
3040100006.0,KAIN SF 100GSMX152CM GREY,1040100001.0,SPUNBOND MASKER 25GSMX1850MM BIRU,,0.04,KG,,,
4060100007.0,BAG WETKINS 50S GREY,2010603003.0,PLASTIK MICA 100 MICRON W:134 CM,,0.012444029850746269,M,,,
4060100008.0,BAG WETKINS 80S GREY,2010603003.0,PLASTIK MICA 100 MICRON W:134 CM,,0.022388059701492536,M,,,
3050100001.0,URUNG BISBAN PUTIH 45X65 CM,1080100001.0,KAIN POLYMICRO 90 GSM W:240 CM,,0.27,M,12000,0.1,3600.0
3060200002.0,JR SL 100GSMX15CM (FN70-6H),3040200002.0,KAIN SL 100GSMX165CM (FN70-6H) WG,,0.1,M,0,0.05,0.0
4022101001.0,OCTENIC BWG 4S @72,3060200002.0,JR SL 100GSMX15CM (FN70-6H),,129.6,M,0,0.1,0.0
1040100003.0,SPUNBOND MASKER 25GSMX1850MM HITAM,1040100009.0,SPUNBOND MASKER 25GSMX1350MM HITAM,,1.35,MM,,,
1040100004.0,SPUNBOND MASKER 25GSMX1850MM ORANGE,1040100010.0,SPUNBOND MASKER 25GSMX1350MM ORANGE,,1.35,MM,,,
1040100002.0,SPUNBOND MASKER 25GSMX1850MM ABU,1040100008.0,SPUNBOND MASKER 25GSMX1350MM ABU,,1.35,MM,,,
1040100005.0,SPUNBOND MASKER 25GSMX1850MM PINK,1040100011.0,SPUNBOND MASKER 25GSMX1350MM PINK,,1.35,MM,,,
1040100001.0,SPUNBOND MASKER 25GSMX1850MM BIRU,1040100007.0,SPUNBOND MASKER 25GSMX1350MM BIRU,,1.35,MM,,,
4070102001.0,KAIN SFS + SFSH FUTTON WHITE,4030102001.0,KAIN SLS/SFS EX MARGARETH 152 CM (A),,1.52,M,,,
4070102002.0,KAIN SFS + SFSH FUTTON BLACK,4030102001.0,KAIN SLS/SFS EX MARGARETH 152 CM (A),,1.52,M,,,
4070102003.0,KAIN SFS + SFSH FUTTON ORANGE,4030102001.0,KAIN SLS/SFS EX MARGARETH 152 CM (A),,1.52,M,,,
4070102004.0,KAIN SFS + SFSH FUTTON GRAY,4030102001.0,KAIN SLS/SFS EX MARGARETH 152 CM (A),,1.52,M,,,
4070102005.0,KAIN SFS + SFSH FUTTON PINK,4030102001.0,KAIN SLS/SFS EX MARGARETH 152 CM (A),,1.52,M,,,
4070102006.0,KAIN SFS + SFSH FUTTON BLUE,4030102001.0,KAIN SLS/SFS EX MARGARETH 152 CM (A),,1.52,M,,,
4070100001.0,FUTON 90 X 200 CM WHITE,1010600001.0,WEB FIBER,,6.65,KG,,,
4070100002.0,FUTON 120 X 200 CM WHITE,1010600001.0,WEB FIBER,,9.025,KG,,,
4070100003.0,FUTON 85 X 200 CM WHITE,1010600001.0,WEB FIBER,,4.25,g,,,
4070100004.0,FUTON 85 X 200 CM Black,1010600001.0,WEB FIBER,,4.25,g,,,
4070100005.0,FUTON 85 X 200 CM Orange,1010600001.0,WEB FIBER,,4.25,g,,,
4070100006.0,FUTON 85 X 200 CM GRAY,1010600001.0,WEB FIBER,,4.25,g,,,
4080100001.0,TAS FUTON 90 X 200 CM WHITE,4070102001.0,KAIN SFS + SFSH FUTTON WHITE,,4.96,M,,,
4080100002.0,TAS FUTON 120 X 200 CM WHITE,4070102001.0,KAIN SFS + SFSH FUTTON WHITE,,7.68,M,,,
4080100003.0,TAS FUTON  85 X 200 CM WHITE,4070102001.0,KAIN SFS + SFSH FUTTON WHITE,,7.68,M,,,
4080100004.0,TAS FUTON  85 X 200 CM BLACK,4070102002.0,KAIN SFS + SFSH FUTTON BLACK,,7.68,M,,,
4080100005.0,TAS FUTON  85 X 200 CM ORANGE,4070102003.0,KAIN SFS + SFSH FUTTON ORANGE,,7.68,M,,,
4080100006.0,TAS FUTON  85 X 200 CM GRAY,4070102004.0,KAIN SFS + SFSH FUTTON GRAY,,7.68,M,,,
4030105002.0,KAIN FLD 100GSM 147 CM,3010301001.0,MR FN 40-25 D 95%P/5%ES 147 CM,,1.0,M,,,
4090101001.0,SFS SANDWICH   128 CM ORANGE,1040100004.0,SPUNBOND MASKER 25GSMX1850MM ORANGE,,1.0,M,,,
4100101002.0,SFS SANDWICH   128 CM BLACK,1040100003.0,SPUNBOND MASKER 25GSMX1850MM HITAM,,1.0,M,,,
4100101003.0,SFS SANDWICH   128 CM GRAY,1040100002.0,SPUNBOND MASKER 25GSMX1850MM ABU,,1.0,M,,,
4100101004.0,SFS SANDWICH   128 CM PINK,1040100005.0,SPUNBOND MASKER 25GSMX1850MM PINK,,1.0,M,,,
4100101005.0,SFS SANDWICH   128 CM WHITE,1040100006.0,SPUNBOND MASKER 25GSMX1850MMPUTIH,,1.0,M,,,
